,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
893,18.0,Phoenix Suns*,82,242.1,43.0,92.5,0.465,2.4,6.9,0.355,40.6,85.7,0.474,19.3,26.4,0.733,14.7,28.5,43.1,25.9,8.3,4.8,15.3,26.2,107.8
894,19.0,Portland Trail Blazers*,82,242.4,40.9,88.1,0.464,2.8,8.4,0.331,38.1,79.7,0.478,23.4,30.5,0.767,12.9,28.7,41.6,24.7,8.1,5.3,18.2,25.4,107.9
895,20.0,New Jersey Nets,82,240.3,41.5,85.6,0.485,1.7,5.1,0.336,39.8,80.5,0.494,23.2,30.4,0.765,14.0,31.6,45.5,22.8,9.4,5.8,17.3,23.0,108.0
896,21.0,Charlotte Hornets,82,240.9,41.9,84.4,0.497,1.6,5.1,0.314,40.3,79.3,0.509,22.7,29.0,0.784,13.0,33.2,46.2,25.2,7.8,4.7,16.8,21.4,108.2
897,22.0,Indiana Pacers*,82,242.4,42.5,88.1,0.482,2.1,6.6,0.32,40.4,81.5,0.496,22.0,29.2,0.753,14.3,28.0,42.3,23.7,8.7,3.9,14.5,24.6,109.1
898,23.0,Washington Bullets,82,241.8,42.8,90.3,0.474,1.7,5.8,0.3,41.1,84.5,0.486,22.5,29.0,0.777,14.6,30.5,45.1,23.8,7.9,5.2,14.6,21.7,109.9
899,24.0,Miami Heat,82,240.6,41.7,85.5,0.488,1.9,5.6,0.342,39.8,79.9,0.498,25.0,33.1,0.755,13.7,30.1,43.8,25.3,10.5,5.8,18.0,21.7,110.3
900,25.0,Denver Nuggets*,82,241.5,43.8,89.4,0.489,2.0,6.3,0.317,41.8,83.1,0.502,23.6,30.7,0.77,12.5,34.7,47.2,25.3,7.5,5.6,18.5,23.3,113.2
901,26.0,Golden State Warriors,82,240.3,45.9,96.2,0.478,3.2,8.9,0.356,42.7,87.2,0.49,24.4,32.1,0.759,18.2,31.6,49.9,28.4,10.0,5.2,17.3,27.1,119.4
902,27.0,Orlando Magic,82,241.5,47.1,94.6,0.498,2.4,6.8,0.353,44.7,87.8,0.509,23.1,30.5,0.758,14.3,31.3,45.6,28.5,9.0,6.8,14.8,25.1,119.8
903,1.0,Utah Jazz*,82,240.6,38.0,87.4,0.434,2.3,7.4,0.305,35.7,80.0,0.446,21.5,28.6,0.754,14.9,27.2,42.1,22.1,9.5,6.2,16.2,25.4,99.7
904,2.0,Detroit Pistons*,82,241.8,38.3,85.6,0.447,1.9,6.8,0.285,36.4,78.9,0.461,22.3,28.4,0.785,13.8,26.7,40.5,22.6,7.9,4.2,14.9,25.5,100.8
905,3.0,Cleveland Cavaliers*,82,240.9,41.3,89.6,0.461,2.1,6.2,0.339,39.2,83.4,0.47,16.6,21.3,0.777,14.8,27.8,42.6,24.9,8.4,4.4,17.4,24.0,101.2
906,4.0,Dallas Mavericks,82,241.2,41.7,89.1,0.469,2.0,6.3,0.322,39.7,82.8,0.48,19.2,25.5,0.753,15.0,30.5,45.5,26.0,8.0,4.7,14.3,22.8,104.7
907,5.0,Chicago Bulls*,82,241.2,41.0,86.6,0.474,2.4,7.2,0.327,38.6,79.4,0.487,20.6,26.7,0.773,13.1,28.0,41.2,25.6,8.4,4.2,15.3,21.7,105.0
908,6.0,Milwaukee Bucks*,82,240.9,40.3,84.2,0.478,2.4,6.5,0.368,37.9,77.7,0.488,22.4,28.9,0.776,13.3,28.5,41.8,25.7,8.6,5.2,18.6,23.6,105.3
909,7.0,Atlanta Hawks*,82,241.5,41.0,86.9,0.472,1.8,6.2,0.288,39.2,80.6,0.486,22.3,28.4,0.784,15.4,28.4,43.7,24.8,8.4,4.2,18.1,25.7,106.1
910,8.0,Los Angeles Lakers*,82,241.5,43.2,92.0,0.47,2.4,7.2,0.33,40.8,84.8,0.481,18.8,25.0,0.752,14.4,27.1,41.5,26.3,9.2,5.3,15.4,23.7,107.5
911,9.0,Houston Rockets*,82,242.1,41.6,88.9,0.468,2.3,6.5,0.35,39.3,82.4,0.478,22.0,28.9,0.761,14.0,29.6,43.6,24.6,9.8,5.4,17.7,24.5,107.5
912,10.0,Boston Celtics*,82,241.2,42.4,87.6,0.484,1.6,5.6,0.29,40.8,82.0,0.497,21.7,28.0,0.776,12.8,27.1,39.9,25.9,9.3,4.7,14.5,23.8,108.1
913,11.0,Miami Heat,82,242.1,41.3,84.5,0.488,1.8,5.3,0.343,39.5,79.2,0.498,24.6,31.9,0.773,14.5,28.9,43.3,25.1,11.3,6.7,18.8,22.3,109.0
914,12.0,Seattle SuperSonics*,82,241.2,41.9,86.2,0.486,2.1,6.6,0.311,39.9,79.6,0.501,23.4,30.4,0.769,14.5,27.5,42.0,23.9,8.2,5.0,18.9,22.9,109.2
915,13.0,New Jersey Nets,82,241.5,43.4,87.3,0.497,1.9,6.2,0.309,41.5,81.1,0.512,21.3,27.9,0.765,12.6,30.2,42.8,26.0,9.1,5.9,16.8,22.4,110.1
916,14.0,Philadelphia 76ers*,82,241.2,44.6,89.0,0.501,2.1,6.0,0.343,42.5,82.9,0.513,19.1,24.7,0.774,14.0,29.4,43.4,27.8,7.8,5.4,15.5,24.2,110.4
917,15.0,Washington Bullets,82,242.1,42.5,88.2,0.482,1.9,6.2,0.304,40.6,82.0,0.495,23.5,30.6,0.769,13.8,31.0,44.8,25.4,8.0,6.4,16.8,23.4,110.4
918,16.0,Phoenix Suns*,82,240.9,43.8,94.3,0.464,2.2,6.9,0.319,41.6,87.4,0.475,21.2,28.1,0.753,15.3,30.0,45.2,26.4,7.6,5.2,16.7,25.1,110.9
919,17.0,Sacramento Kings,82,241.2,43.8,90.5,0.484,2.2,7.0,0.316,41.6,83.5,0.498,21.3,28.1,0.759,14.3,31.8,46.0,25.7,9.3,5.4,15.7,22.2,111.0
920,18.0,Indiana Pacers,82,242.1,42.1,90.2,0.467,2.0,6.7,0.305,40.1,83.6,0.479,24.8,31.8,0.781,15.7,28.2,43.9,24.8,10.2,4.7,14.7,24.7,111.1
921,19.0,San Antonio Spurs,82,240.9,42.5,87.2,0.488,2.1,6.5,0.323,40.4,80.7,0.501,25.7,33.1,0.776,15.3,30.0,45.3,25.1,11.2,6.6,21.1,23.6,112.8
922,20.0,New York Knicks*,82,241.5,44.3,89.7,0.494,1.9,6.5,0.285,42.5,83.2,0.511,22.4,29.1,0.767,14.8,28.4,43.2,28.0,9.5,5.3,20.6,23.1,112.9
923,21.0,Charlotte Hornets,82,241.2,43.4,86.7,0.5,1.4,4.9,0.288,42.0,81.9,0.512,24.9,32.1,0.776,14.5,32.0,46.5,25.1,8.7,5.4,17.4,21.8,113.0
924,22.0,Portland Trail Blazers*,82,241.8,43.6,89.3,0.488,2.4,6.7,0.363,41.1,82.6,0.498,23.6,30.5,0.772,14.0,29.2,43.2,25.3,9.0,4.4,19.1,23.9,113.1
925,23.0,Los Angeles Clippers,82,242.1,45.7,94.4,0.484,2.4,7.0,0.342,43.3,87.3,0.496,22.4,29.3,0.764,16.4,31.1,47.5,29.1,11.4,6.7,17.6,23.0,116.2
926,24.0,Denver Nuggets*,82,242.4,45.1,91.3,0.495,1.9,5.4,0.352,43.2,85.8,0.504,24.1,32.7,0.737,13.9,34.9,48.8,26.0,8.1,5.9,19.5,24.4,116.3
927,25.0,Golden State Warriors*,82,242.7,45.0,97.6,0.462,3.4,10.0,0.342,41.6,87.5,0.475,23.4,30.5,0.766,17.5,32.2,49.7,27.0,10.5,5.9,19.0,23.6,116.9
928,1.0,Chicago Bulls*,82,242.1,40.0,85.0,0.47,1.3,4.5,0.293,38.6,80.5,0.48,20.4,26.9,0.757,12.5,27.7,40.1,25.4,7.3,5.1,15.2,22.9,101.6
929,2.0,Cleveland Cavaliers*,82,241.2,41.3,86.6,0.476,1.5,4.9,0.318,39.7,81.7,0.486,19.6,24.9,0.788,14.1,27.5,41.6,24.3,8.4,5.5,17.5,24.6,103.7
930,3.0,Detroit Pistons*,82,241.2,40.7,87.0,0.467,1.4,4.8,0.289,39.3,82.2,0.478,21.4,28.0,0.762,14.0,27.8,41.7,24.0,7.9,5.0,16.2,26.4,104.1
931,4.0,Atlanta Hawks*,82,241.2,39.5,84.0,0.471,1.7,5.0,0.335,37.9,79.0,0.48,23.5,30.2,0.777,14.1,28.7,42.8,24.1,7.8,4.3,16.1,24.5,104.3
932,5.0,Utah Jazz*,82,240.3,39.9,88.8,0.449,1.8,5.7,0.315,38.1,83.2,0.459,23.2,30.2,0.77,15.6,29.8,45.4,24.3,9.4,5.8,17.9,24.5,104.8
933,6.0,Dallas Mavericks*,82,240.9,42.3,90.1,0.47,2.0,6.3,0.323,40.3,83.8,0.481,18.3,23.9,0.766,14.6,27.2,41.9,27.3,7.5,5.3,15.0,24.4,104.9
934,7.0,Indiana Pacers,82,240.3,40.7,86.1,0.472,1.4,4.5,0.321,39.2,81.6,0.481,22.7,29.8,0.76,14.1,30.5,44.6,23.6,8.5,5.0,15.5,22.7,105.4
935,8.0,Milwaukee Bucks*,82,241.2,40.8,86.1,0.473,1.6,5.4,0.301,39.2,80.7,0.485,22.3,29.4,0.76,14.3,29.3,43.6,26.0,7.6,5.5,16.4,23.8,105.5
936,9.0,New York Knicks*,82,241.5,39.0,81.8,0.477,1.4,4.6,0.304,37.7,77.3,0.487,26.5,34.2,0.776,14.1,27.9,41.9,24.5,8.6,5.5,19.9,24.0,106.0
937,10.0,Washington Bullets*,82,242.4,42.2,88.2,0.478,1.6,4.8,0.328,40.6,83.5,0.487,20.4,27.4,0.744,15.0,28.8,43.8,26.0,8.4,6.4,16.9,24.0,106.3
938,11.0,Los Angeles Lakers*,82,241.5,43.3,91.1,0.476,1.6,5.4,0.298,41.7,85.7,0.487,18.8,24.6,0.761,14.3,27.4,41.8,26.8,8.9,4.8,15.2,23.7,107.0
939,12.0,Philadelphia 76ers,82,242.7,42.7,86.1,0.496,1.7,5.2,0.338,41.0,81.0,0.506,20.0,26.4,0.758,13.5,27.1,40.7,27.0,8.8,5.4,15.6,25.8,107.1
940,13.0,Houston Rockets*,82,240.0,42.1,90.5,0.465,1.3,4.8,0.275,40.8,85.7,0.476,22.0,28.7,0.767,15.4,30.6,45.9,23.8,9.0,4.5,17.1,24.5,107.6
941,14.0,Boston Celtics*,82,241.2,42.6,88.5,0.482,1.3,4.5,0.301,41.3,84.1,0.491,21.0,27.4,0.767,13.7,26.8,40.4,25.1,9.0,4.2,14.3,24.3,107.7
942,15.0,New Jersey Nets,82,241.2,41.9,84.4,0.497,1.6,4.4,0.361,40.3,79.9,0.504,23.1,29.5,0.783,12.6,30.0,42.6,24.3,9.9,6.4,17.5,23.7,108.5
943,16.0,Los Angeles Clippers,82,241.5,42.8,89.8,0.477,1.5,4.4,0.342,41.3,85.3,0.484,21.9,28.2,0.779,15.1,32.5,47.6,28.0,10.3,5.9,17.7,23.3,109.1
944,17.0,Seattle SuperSonics*,82,242.1,40.2,82.9,0.485,1.6,4.9,0.325,38.6,78.0,0.495,27.3,36.5,0.749,13.8,28.1,41.9,24.0,7.4,5.2,18.7,23.9,109.3
945,18.0,Portland Trail Blazers*,82,240.6,42.6,89.5,0.476,1.7,5.6,0.305,40.9,83.9,0.487,24.7,32.1,0.768,14.1,29.3,43.3,26.3,7.9,4.6,17.6,26.0,111.5
946,19.0,Denver Nuggets*,82,241.2,44.0,89.7,0.49,1.4,4.6,0.3,42.6,85.1,0.501,23.3,30.6,0.762,14.4,33.5,47.9,26.5,7.6,6.2,19.6,24.3,112.7
947,20.0,Phoenix Suns,82,240.6,44.0,88.4,0.498,1.6,5.1,0.304,42.5,83.3,0.51,23.4,30.6,0.767,13.5,29.5,42.9,27.1,8.7,5.4,15.8,23.2,113.0
948,21.0,Sacramento Kings,82,241.2,45.3,91.0,0.498,1.5,4.5,0.324,43.9,86.5,0.507,21.6,28.4,0.761,14.1,29.6,43.6,26.5,9.6,6.5,14.6,23.8,113.7
949,22.0,Golden State Warriors,82,241.2,44.2,88.3,0.501,1.9,5.7,0.323,42.4,82.6,0.513,25.0,32.9,0.758,14.7,30.6,45.3,27.7,9.1,5.3,17.2,22.1,115.3
950,23.0,San Antonio Spurs*,82,241.5,47.0,93.6,0.502,1.9,5.5,0.349,45.0,88.1,0.511,22.6,29.1,0.776,15.8,30.6,46.4,30.1,8.4,6.5,17.4,24.0,118.5
951,1.0,Atlanta Hawks*,82,240.6,38.5,85.3,0.451,1.6,5.2,0.3,37.0,80.1,0.461,24.2,31.7,0.765,14.6,27.8,42.4,23.4,7.5,4.7,16.0,24.8,102.8
952,2.0,Chicago Bulls*,82,241.8,40.7,84.3,0.483,1.4,4.1,0.341,39.3,80.2,0.49,21.1,27.5,0.769,12.5,28.3,40.8,24.7,7.1,6.0,15.5,22.5,103.9
953,3.0,Houston Rockets*,82,241.2,40.8,88.1,0.463,1.2,4.3,0.282,39.6,83.8,0.473,23.0,29.5,0.779,14.2,28.8,43.1,25.9,8.8,4.5,16.7,23.4,105.9
954,4.0,Boston Celtics*,82,241.5,42.3,91.5,0.463,1.5,4.9,0.306,40.8,86.5,0.472,19.9,26.2,0.758,15.1,27.9,43.0,25.1,8.8,4.1,14.1,23.3,106.0
955,5.0,Milwaukee Bucks*,82,241.2,39.6,84.2,0.47,1.5,5.1,0.289,38.1,79.2,0.482,25.8,34.1,0.757,14.5,30.2,44.7,24.6,8.0,5.6,18.9,24.7,106.5
956,6.0,Philadelphia 76ers*,82,242.4,43.1,87.9,0.491,1.5,5.1,0.286,41.7,82.8,0.504,18.9,25.0,0.757,14.8,26.9,41.7,26.9,9.9,5.4,16.7,24.2,106.6
957,7.0,Indiana Pacers*,82,243.0,40.8,85.0,0.48,1.3,4.2,0.299,39.5,80.8,0.489,23.9,31.5,0.759,13.6,31.5,45.1,24.6,8.0,5.8,17.3,22.6,106.7
958,8.0,Washington Bullets*,82,240.3,43.0,90.9,0.473,1.3,4.4,0.291,41.7,86.5,0.482,20.2,26.6,0.758,16.3,30.3,46.5,26.1,8.5,6.7,17.5,23.6,107.3
959,9.0,Utah Jazz*,82,240.9,40.8,89.5,0.456,1.7,5.5,0.317,39.1,84.0,0.465,24.1,31.3,0.77,16.0,32.2,48.1,24.5,8.8,5.6,19.3,24.3,107.5
960,10.0,Detroit Pistons*,82,241.8,41.2,89.1,0.462,1.6,5.1,0.317,39.5,84.0,0.471,23.8,31.8,0.748,13.9,28.5,42.5,24.7,8.2,5.8,15.8,25.2,107.8
961,11.0,Cleveland Cavaliers,82,240.9,43.4,90.7,0.478,1.2,4.2,0.278,42.2,86.6,0.488,20.3,26.9,0.753,15.3,29.2,44.5,25.1,9.9,5.8,17.0,25.3,108.2
962,12.0,Los Angeles Lakers*,82,240.6,42.9,91.8,0.467,1.5,5.3,0.283,41.4,86.6,0.479,21.1,27.6,0.764,15.6,26.5,42.1,27.0,8.8,4.9,16.7,24.4,108.5
963,13.0,New York Knicks,82,241.2,42.7,87.1,0.49,1.1,4.4,0.263,41.5,82.7,0.502,23.5,30.9,0.761,16.2,29.9,46.1,26.2,9.3,4.9,17.3,23.8,110.0
964,14.0,Dallas Mavericks*,82,242.4,43.7,91.5,0.478,1.6,5.3,0.295,42.2,86.2,0.489,21.3,28.0,0.763,15.3,29.1,44.4,28.1,7.0,5.1,16.2,26.0,110.4
965,15.0,Seattle SuperSonics*,82,242.1,42.9,89.4,0.479,1.1,4.0,0.287,41.7,85.4,0.488,26.4,34.4,0.768,15.1,27.8,42.9,24.7,8.9,5.0,16.4,24.7,113.3
966,16.0,San Antonio Spurs,82,241.5,45.2,89.1,0.507,1.3,4.6,0.28,43.9,84.5,0.519,21.8,28.8,0.755,13.4,30.0,43.4,29.0,8.5,5.6,17.3,22.5,113.4
967,17.0,New Jersey Nets,82,242.1,41.7,86.9,0.48,1.4,4.5,0.322,40.2,82.4,0.488,28.7,36.8,0.78,13.8,28.7,42.5,23.9,9.9,6.9,16.5,25.9,113.5
968,18.0,Phoenix Suns,82,242.1,44.2,89.5,0.494,1.5,4.8,0.311,42.7,84.6,0.504,23.7,31.3,0.756,15.1,28.7,43.8,27.4,9.7,5.3,17.4,24.8,113.5
969,19.0,Sacramento Kings,82,241.2,44.6,91.1,0.489,1.5,4.8,0.316,43.1,86.3,0.499,23.4,30.5,0.769,14.1,28.7,42.9,26.3,8.6,5.9,14.8,25.2,114.1
970,20.0,Golden State Warriors*,82,242.7,44.1,89.5,0.493,1.9,5.6,0.337,42.2,83.9,0.503,24.3,32.5,0.749,15.2,30.3,45.5,26.5,8.4,5.5,17.2,25.0,114.4
971,21.0,Portland Trail Blazers*,82,241.5,44.5,91.7,0.485,1.4,5.1,0.276,43.1,86.6,0.497,24.3,31.6,0.771,14.7,27.8,42.5,26.7,9.0,5.8,18.3,27.2,114.8
972,22.0,Los Angeles Clippers,82,241.2,45.8,88.5,0.518,1.3,3.9,0.344,44.5,84.6,0.526,22.9,30.7,0.746,14.5,32.2,46.7,29.5,9.8,6.5,18.7,24.6,115.9
973,23.0,Denver Nuggets*,82,241.2,44.3,89.5,0.495,1.4,4.4,0.313,43.0,85.1,0.505,27.5,35.4,0.777,14.2,33.2,47.4,26.7,6.8,5.5,19.1,26.2,117.6
974,1.0,New York Knicks,82,241.5,38.9,81.4,0.478,0.8,3.3,0.248,38.1,78.0,0.488,25.6,33.5,0.766,14.2,31.5,45.8,24.5,8.5,5.4,19.9,24.6,104.3
975,2.0,Seattle SuperSonics,82,243.0,40.3,82.6,0.487,0.7,2.7,0.254,39.6,79.9,0.495,23.3,30.4,0.768,12.5,28.1,40.7,24.9,8.0,5.0,17.9,24.5,104.5
976,3.0,Boston Celtics*,82,242.1,42.0,91.2,0.461,1.0,3.7,0.27,41.0,87.5,0.469,19.7,26.4,0.748,13.3,28.3,41.5,23.5,8.8,4.2,15.3,24.0,104.7
977,4.0,Washington Bullets*,82,242.1,41.9,89.8,0.467,0.9,3.2,0.274,41.0,86.6,0.474,20.1,26.6,0.756,15.2,31.6,46.8,24.6,8.7,5.5,16.7,23.3,104.8
978,5.0,Milwaukee Bucks*,82,241.5,40.1,85.9,0.467,1.2,4.0,0.295,38.9,81.9,0.475,24.1,32.6,0.74,14.3,28.4,42.6,23.8,7.7,4.8,19.9,26.1,105.5
979,6.0,Atlanta Hawks*,82,241.5,41.0,86.3,0.475,1.1,3.5,0.307,39.9,82.8,0.482,23.2,30.6,0.76,14.7,28.4,43.1,23.7,8.5,4.5,18.2,26.0,106.2
980,7.0,Indiana Pacers,82,240.9,41.1,86.9,0.473,0.9,3.4,0.265,40.2,83.5,0.482,24.1,31.4,0.768,12.8,30.2,43.0,25.1,9.1,5.4,16.0,23.3,107.2
981,8.0,Philadelphia 76ers*,82,242.7,44.1,89.4,0.493,1.0,3.4,0.291,43.1,85.9,0.501,18.9,24.9,0.757,14.5,27.2,41.7,27.5,9.8,5.7,18.5,26.7,108.0
982,9.0,Utah Jazz*,82,241.2,42.3,89.5,0.473,0.8,3.1,0.259,41.5,86.4,0.48,23.1,30.3,0.764,14.7,30.6,45.3,24.1,9.2,5.7,18.7,27.1,108.5
983,10.0,Los Angeles Lakers*,82,241.8,43.6,90.9,0.48,0.6,3.0,0.206,43.0,87.8,0.49,21.7,28.9,0.751,13.5,27.1,40.6,27.3,9.7,4.4,16.2,24.3,109.5
984,11.0,Cleveland Cavaliers,82,241.2,41.9,88.3,0.475,1.0,3.6,0.29,40.8,84.7,0.482,25.8,33.6,0.767,13.8,30.4,44.2,25.9,8.7,4.4,16.2,23.7,110.6
985,12.0,New Jersey Nets*,82,241.5,42.7,86.9,0.492,1.2,3.9,0.304,41.6,83.0,0.501,24.5,32.0,0.766,12.6,28.9,41.5,24.6,9.5,4.8,18.6,24.4,111.1
986,13.0,Houston Rockets*,82,240.9,44.4,90.3,0.491,1.1,3.3,0.325,43.3,87.0,0.498,22.0,29.3,0.749,14.5,29.1,43.6,26.8,8.3,4.7,17.9,24.1,111.8
987,14.0,Sacramento Kings*,82,241.2,43.5,88.1,0.494,0.9,3.4,0.26,42.6,84.7,0.503,24.0,31.8,0.755,13.9,28.5,42.5,25.8,9.2,5.8,17.2,25.4,111.9
988,15.0,Phoenix Suns,82,241.5,43.5,89.1,0.488,1.1,3.4,0.319,42.4,85.7,0.495,24.9,32.8,0.758,13.9,27.6,41.5,26.2,10.3,5.7,18.5,27.0,113.0
989,16.0,Detroit Pistons*,82,241.2,44.1,89.8,0.492,0.9,3.1,0.275,43.3,86.7,0.499,23.9,31.6,0.756,14.4,31.0,45.3,25.4,8.1,6.1,18.2,24.1,113.0
990,17.0,San Antonio Spurs*,82,241.5,44.3,89.8,0.493,1.2,3.9,0.304,43.1,85.9,0.501,23.4,30.4,0.769,14.1,28.1,42.2,27.7,9.8,5.5,18.5,25.7,113.1
991,18.0,Chicago Bulls*,82,242.1,43.9,87.0,0.504,0.9,2.8,0.3,43.1,84.2,0.511,24.4,32.0,0.762,13.5,28.8,42.3,26.5,8.1,6.0,15.8,24.4,113.1
992,19.0,Denver Nuggets*,82,240.9,44.4,90.3,0.491,0.7,3.2,0.229,43.6,87.1,0.501,24.0,32.8,0.73,15.8,33.3,49.1,25.7,7.8,5.9,21.2,25.8,113.5
993,20.0,Portland Trail Blazers*,82,242.1,44.4,88.4,0.502,1.0,3.0,0.335,43.3,85.4,0.508,24.3,32.2,0.755,14.4,28.8,43.2,27.5,9.3,5.2,20.1,27.6,114.0
994,21.0,Dallas Mavericks*,82,241.5,47.1,93.8,0.503,1.1,3.8,0.289,46.0,90.0,0.512,18.8,25.0,0.754,14.9,30.1,45.0,29.0,7.5,5.2,15.6,26.8,114.2
995,22.0,Los Angeles Clippers,82,240.9,46.9,92.5,0.507,0.9,3.2,0.28,46.0,89.4,0.515,20.8,27.8,0.747,15.5,30.0,45.4,30.1,9.3,5.6,17.0,25.8,115.5
996,23.0,Golden State Warriors,82,241.2,47.1,90.6,0.52,0.8,2.8,0.284,46.3,87.8,0.527,21.8,29.3,0.746,14.3,30.7,45.0,28.4,8.4,5.4,18.1,25.2,116.9
997,1.0,Milwaukee Bucks*,82,241.5,39.2,85.0,0.461,1.0,3.8,0.26,38.2,81.3,0.47,24.6,32.9,0.748,15.1,28.0,43.0,23.2,7.8,4.7,19.0,25.7,104.0
998,2.0,Washington Bullets*,82,242.1,42.6,87.5,0.487,0.8,2.8,0.284,41.8,84.7,0.493,19.8,26.5,0.747,13.6,32.6,46.2,24.2,7.7,4.8,17.9,22.4,105.8
999,3.0,Seattle SuperSonics,82,240.3,42.9,87.1,0.493,1.0,3.1,0.312,42.0,84.0,0.499,20.8,27.0,0.77,13.6,29.0,42.6,27.1,8.9,5.6,16.9,24.6,107.6
1000,4.0,Boston Celtics*,82,240.3,44.4,93.2,0.477,0.9,3.3,0.264,43.5,89.9,0.484,18.4,23.4,0.787,13.5,27.9,41.4,24.9,7.8,3.8,14.9,24.0,108.1
1001,5.0,Atlanta Hawks,82,242.1,42.7,88.6,0.482,0.6,2.6,0.217,42.2,86.0,0.49,22.0,29.1,0.758,16.2,29.4,45.6,25.5,8.2,4.5,18.1,24.0,108.1
1002,6.0,Philadelphia 76ers*,82,241.5,42.6,87.3,0.488,1.0,3.8,0.257,41.6,83.5,0.499,22.6,29.2,0.775,14.4,26.5,40.9,26.1,9.2,4.8,18.7,26.9,108.8
1003,7.0,Dallas Mavericks*,82,242.1,44.2,87.8,0.504,1.2,3.9,0.308,43.0,83.9,0.513,19.4,25.4,0.763,13.0,30.1,43.1,25.8,7.0,5.2,16.3,25.2,109.0
1004,8.0,Utah Jazz*,82,240.9,43.1,92.7,0.464,0.9,3.4,0.257,42.2,89.3,0.472,22.1,29.0,0.762,16.6,32.3,48.8,25.2,9.8,5.4,19.6,25.3,109.1
1005,9.0,New Jersey Nets*,82,240.9,42.9,85.9,0.499,1.0,3.2,0.302,41.9,82.7,0.507,22.5,29.9,0.753,13.2,29.3,42.5,24.1,8.3,4.3,18.2,23.6,109.2
1006,10.0,Houston Rockets*,82,241.8,42.7,88.7,0.481,1.1,3.1,0.349,41.6,85.6,0.486,23.0,29.6,0.778,14.1,27.1,41.2,25.8,9.4,5.1,18.2,23.2,109.5
1007,11.0,Chicago Bulls*,82,241.5,42.9,87.9,0.488,1.1,3.6,0.312,41.8,84.4,0.496,22.6,29.2,0.774,13.9,27.6,41.4,24.9,8.1,5.5,16.1,24.9,109.6
1008,12.0,New York Knicks,82,241.8,40.6,82.1,0.495,0.8,2.8,0.293,39.8,79.3,0.502,27.8,36.7,0.759,14.9,29.3,44.1,26.1,8.1,5.4,19.4,24.9,109.8
1009,13.0,Phoenix Suns*,82,241.5,44.0,89.1,0.493,0.8,2.7,0.29,43.2,86.4,0.5,21.4,28.0,0.765,13.7,29.5,43.2,26.6,9.4,5.0,17.9,24.6,110.1
1010,14.0,Los Angeles Lakers*,82,240.9,44.7,93.2,0.48,1.0,3.6,0.283,43.7,89.5,0.488,20.5,27.4,0.748,15.2,25.3,40.6,28.2,9.2,4.5,16.6,23.2,110.9
1011,15.0,Cleveland Cavaliers*,82,241.2,43.3,90.4,0.478,0.9,3.1,0.277,42.4,87.3,0.485,24.0,31.1,0.769,14.8,29.9,44.6,27.0,7.5,5.2,16.5,25.6,111.3
1012,16.0,Los Angeles Clippers,82,240.6,45.6,93.0,0.49,0.9,3.2,0.281,44.7,89.8,0.497,19.6,25.8,0.758,15.2,27.8,43.0,27.6,9.4,5.1,15.1,23.0,111.6
1013,17.0,Portland Trail Blazers*,82,242.4,45.1,91.4,0.493,0.7,2.8,0.254,44.4,88.6,0.501,21.2,27.7,0.766,15.5,28.5,44.0,27.3,8.9,5.6,19.6,26.3,112.1
1014,18.0,Detroit Pistons*,82,241.8,45.1,90.9,0.496,1.0,3.0,0.313,44.2,87.9,0.502,22.3,29.3,0.76,13.5,31.3,44.8,25.7,7.8,6.2,18.1,24.6,113.5
1015,19.0,San Antonio Spurs*,82,241.2,44.4,89.6,0.496,0.9,3.0,0.298,43.6,86.7,0.503,24.1,31.1,0.776,13.9,27.6,41.5,27.8,9.1,5.8,18.2,26.3,113.9
1016,20.0,Indiana Pacers,82,241.2,44.2,89.4,0.495,0.8,2.4,0.32,43.5,87.0,0.5,25.2,33.0,0.764,13.4,31.5,44.9,27.3,9.5,6.4,17.4,25.3,114.5
1017,21.0,Kansas City Kings,82,240.9,46.4,91.0,0.51,0.8,3.2,0.251,45.6,87.8,0.519,23.9,31.0,0.769,14.2,27.6,41.9,28.6,9.3,6.2,17.4,26.9,117.5
1018,22.0,Denver Nuggets*,82,241.8,46.0,90.0,0.512,0.8,3.1,0.252,45.3,86.9,0.521,24.7,32.3,0.765,14.4,32.0,46.5,26.3,8.2,7.2,21.3,26.6,117.6
1019,23.0,Golden State Warriors,82,242.1,46.8,87.4,0.536,0.7,2.7,0.259,46.1,84.7,0.545,23.4,30.9,0.758,13.4,30.7,44.2,28.5,7.9,5.7,19.3,26.6,117.7
1020,1.0,Milwaukee Bucks*,82,242.7,39.1,85.8,0.456,0.5,2.5,0.207,38.6,83.3,0.463,22.8,30.4,0.751,15.3,27.3,42.5,23.9,8.0,3.9,17.1,25.5,101.5
1021,2.0,Atlanta Hawks*,82,242.1,40.0,83.5,0.479,0.5,2.3,0.211,39.5,81.2,0.486,22.4,29.0,0.771,14.5,29.4,43.9,24.7,7.1,5.2,17.2,25.5,102.8
1022,3.0,New York Knicks*,82,242.1,39.8,81.5,0.488,0.6,2.3,0.275,39.1,79.2,0.494,22.9,30.2,0.758,12.7,26.5,39.2,25.0,8.8,4.8,20.5,26.8,103.0
